Source;Frame;Fix Frame;Frame Period;Parameter;Size (bits);Charge (bps);Fix param in frame;4WD;4WS;ACU;ADAS;ADB;ANC;ATCU;ATCU_eDCT;AUDIOamp;AVM;BCM;BMS_12V;BSG;BSWL;BSWR;CPLC;DOP_RES;DOP_SECU;DOP_TCU;DSMU;DSU;DTOOL;EBA;ECM;EPKB;EPS;ESCL;EVAP;FrCamera;HECM;HEVC;HFM;HUD;HVAC;IDM;IVI;MagicFolding;MBL;METER;PBD;PSCU;RADAR;SceneRecorder;SCU;SONAR;TCU;USM;VADA;VDC;VSP;GW
IVI;IVI_R8;0;3000;ChargeCal1ThursdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal1FridayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal1SaturdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal1SundayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2DurationChange_MMI;11;3.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2BeginHourChange_MMI;5;1.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2BeginMinChange_MMI;6;2;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2MondayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2TuesdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2WednesdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2ThursdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2FridayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2SaturdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCal2SundayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R8;0;3000;ChargeCalAllChange_MMI;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3DurationChange_MMI;11;3.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3BeginHourChange_MMI;5;1.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3BeginMinChange_MMI;6;2;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3MondayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3TuesdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3WednesdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3ThursdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3FridayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3SaturdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal3SundayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4DurationChange_MMI;11;3.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4BeginHourChange_MMI;5;1.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4BeginMinChange_MMI;6;2;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4MondayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4TuesdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4WednesdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4ThursdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4FridayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4SaturdayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_R9;0;3000;ChargeCal4SundayChange_MMI;1;0.333333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;ParkAssistVolumeRequest2;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AHL_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoFrontWiperActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoRearWiperActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;FrontParkAssistActivationReq2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;FrontRearWiperDropRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;IKeyAccessActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoLightSensitivityRequest2;3;1;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;RearParkAssistActivationReq2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;SingleDoorOpeningActivationReq2;2;0.666666666666667;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;WGSactivationRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoFMHactivationRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;MotorwayFlashersNumberRequest2;3;1;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoReLockActivationReq2;2;0.666666666666667;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoUnLockActivationReq2;3;1;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoLockActivationReq2;3;1;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;SilentModeActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoFoldingActivationRequest2;3;1;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;ParkAssistSensitivityRequest2;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;WAC_APRUN_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;CruiseEcoActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AccelOffActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AirCondEcoActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;PredictiveShiftActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;ISS_EcoActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AmbientLightingPatternRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A1;0;3000;AutoFMHdurationRequest2;4;1.33333333333333;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;TPMS_PressureFrontAxleRequest2;6;2;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;TSR_OSPActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;TPMS_PressureRearAxleRequest2;6;2;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;EcoAdviceTPMSActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;LDW_VibrationIntensityReq2;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;LDW_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;LDW_SensibilityRequest2;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;AEB_FCWactivationRequest2;3;1;0;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;DW_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;SonarAutoDisplayRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;MOD_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;FKP_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;HandDrivingActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;
IVI;IVI_UserSetPref_A2;0;3000;HFP_DefaultManeuverTypeRequest2;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;BSWrad_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;3000;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;UTA_AlertActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;SailingIdleActivationReq2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;LKA_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;LDP_ActivationRequest2;2;0.666666666666667;0;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;LCA_ActivationRequest2;2;0.666666666666667;0;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;AFS_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;CTA_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;3000;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A2;0;3000;BSI_ActivationRequest2;2;0.666666666666667;0;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;BCI_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;BSWson_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;HUD_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;HUD_AutoDimmingRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;HUD_PositionRequest2;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;HUD_DayLuminosityRequest2;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A3;0;3000;HUD_NightLuminosityRequest2;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightingArea3Req;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightingActivationReq;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightingArea1Req;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightingArea2Req;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightDayIntensityRequest;5;1.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;MeterVolumeRequest;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;ClusterSkinRequest;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightingColorReq;5;1.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AmbientLightNightIntensityReq;5;1.66666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;EconometerActivationRequest;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;DimmingReq;5;1.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;UnitDistanceDisplayRequest;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;CockpitLanguageRequest;8;2.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;MeterLanguageSyncMenu;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;HVchargeDisplayRequest;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;IoniserAutoLaunchReq2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;RangeSaverRequest;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;AutoInternalLightingRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A4;0;3000;ADB_ActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverSeatMemoRequest;3;1;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverSeatMemoRecallReq;3;1;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverMassageActivationReq;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverMassageProgramReq;3;1;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverMassageIntensityReq;3;1;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverEasyAccessRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;DriverMassageVelocityReq;3;1;0;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;PassengerMassageProgramReq;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;PassengerMassageActivationReq;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;PassengerMassageIntensityReq;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;PassengerMassageVelocityReq;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;PassengerEasyAccessRequest;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;CourtesyActivationRequest2;2;0.666666666666667;0;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;AudioPilotActivationRequest;2;0.666666666666667;0;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVI;IVI_UserSetPref_A5;0;3000;Sound3DActivationRequest;2;0.666666666666667;0;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MBL;MBL_A1;0;100;MBLfailureDisplay;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
MBL;MBL_A1;0;100;MBL_FailureDetection;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;
METER;METER_A2;0;100;RawFuelGaugeResistance;10;100;0;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
METER;METER_A2;0;100;DimmingState;5;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
METER;METER_A2;0;100;ExternalTempDisplayUnit;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;100;;;;;
METER;METER_A2;0;100;ExternalTempDisplayValue;8;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;100;;;;;
METER;METER_A2;0;100;TPMS_ResetDriverRequest;2;20;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METER;METER_A2;0;100;Cluster_Refuse to Sleep;2;20;0;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METER;METER_A2;0;100;DiagnosedFuelLow;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;100;;;;;100;;;;;;;;;;;;;;;
METER;METER_A2;0;100;ManualDPFregenerationRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
METER;METER_A2;0;100;EconometerActivationState;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
METER;METER_A2;0;100;EcoModeRequest_Meter;2;20;0;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METER;METER_A2;0;100;Meter_ADACresetRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;100;;;;;;;;;;;;;;;
